ID	Name	Equation	Definition	Genes
rxn01843_c0	2-phenylacetamide amidohydrolase_c0	(1) cpd00001[c0] + (1) cpd00067[c0] + (1) cpd01647[c0] <=> (1) cpd00013[c0] + (1) cpd00430[c0]	(1) H2O_c0[c0] + (1) H+_c0[c0] + (1) 2-Phenylacetamide_c0[c0] <=> (1) NH3_c0[c0] + (1) PACT_c0[c0]	fig|6666666.1394842.peg.2935
rxn02988_c0	glycerone phosphate:iminosuccinate alkyltransferase (cyclizing)_c0	(2) cpd00001[c0] + (1) cpd00009[c0] + (1) cpd02333[c0] <= (1) cpd00095[c0] + (1) cpd03470[c0]	(2) H2O_c0[c0] + (1) Phosphate_c0[c0] + (1) Quinolinate_c0[c0] <= (1) Glycerone-phosphate_c0[c0] + (1) Iminoaspartate_c0[c0]	fig|6666666.1394842.peg.1195
rxn01243_c0	2-oxoglutarate:[dihydrolipoyllysine-residue succinyltransferase]-lipoyllysine 2-oxidoreductase (decarboxylating, acceptor-succinylating)_c0	(1) cpd00024[c0] + (1) cpd00067[c0] + (1) cpd00213[c0] <=> (1) cpd00011[c0] + (1) cpd00860[c0]	(1) 2-Oxoglutarate_c0[c0] + (1) H+_c0[c0] + (1) Lipoamide_c0[c0] <=> (1) CO2_c0[c0] + (1) S-Succinyldihydrolipoamide_c0[c0]	fig|6666666.1394842.peg.2748
rxn01021_c0	Methylthioadenosine methylthioribohydrolase_c0	(1) cpd00001[c0] + (1) cpd00147[c0] <=> (1) cpd00128[c0] + (1) cpd01981[c0]	(1) H2O_c0[c0] + (1) 5-Methylthioadenosine_c0[c0] <=> (1) Adenine_c0[c0] + (1) 5-Methylthio-D-ribose_c0[c0]	(fig|6666666.1394842.peg.2944 and fig|6666666.1394842.peg.2944)
rxn00165_c0	L-serine ammonia-lyase_c0	(1) cpd00054[c0] => (1) cpd00013[c0] + (1) cpd00020[c0]	(1) L-Serine_c0[c0] => (1) NH3_c0[c0] + (1) Pyruvate_c0[c0]	(fig|6666666.1394842.peg.1796 and fig|6666666.1394842.peg.1796)
rxn05814_c0	ATP:nucleoside-phosphate phosphotransferase_c0	(1) cpd00002[c0] + (1) cpd12232[c0] <=> (1) cpd00008[c0] + (1) cpd00354[c0]	(1) ATP_c0[c0] + (1) Nucleoside phosphate_c0[c0] <=> (1) ADP_c0[c0] + (1) NDP_c0[c0]	fig|6666666.1394842.peg.1758
rxn00539_c0	ethanolamine ammonia-lyase (acetaldehyde-forming)_c0	(1) cpd00162[c0] => (1) cpd00013[c0] + (1) cpd00071[c0]	(1) Aminoethanol_c0[c0] => (1) NH3_c0[c0] + (1) Acetaldehyde_c0[c0]	fig|6666666.1394842.peg.2734
rxn00678_c0	(S)-2-Methyl-3-oxopropanoyl-CoA:pyruvate carboxyltransferase_c0	(1) cpd00020[c0] + (1) cpd00519[c0] <=> (1) cpd00032[c0] + (1) cpd00086[c0]	(1) Pyruvate_c0[c0] + (1) D-methylmalonyl-CoA_c0[c0] <=> (1) Oxaloacetate_c0[c0] + (1) Propionyl-CoA_c0[c0]	fig|6666666.1394842.peg.1764
rxn00001_c0	diphosphate phosphohydrolase_c0	(1) cpd00001[c0] + (1) cpd00012[c0] => (2) cpd00009[c0] + (1) cpd00067[c0]	(1) H2O_c0[c0] + (1) PPi_c0[c0] => (2) Phosphate_c0[c0] + (1) H+_c0[c0]	fig|6666666.1394842.peg.2845
rxn01331_c0	D-erythrose 4-phosphate:NAD+ oxidoreductase_c0	(1) cpd00001[c0] + (1) cpd00003[c0] + (1) cpd00236[c0] => (1) cpd00004[c0] + (2) cpd00067[c0] + (1) cpd02147[c0]	(1) H2O_c0[c0] + (1) NAD_c0[c0] + (1) D-Erythrose4-phosphate_c0[c0] => (1) NADH_c0[c0] + (2) H+_c0[c0] + (1) 4-Phosphoerythronate_c0[c0]	fig|6666666.1394842.peg.1740
rxn06297_c0	S-Adenosyl-L-methionine:tRNA-uridine 3-(3-amino-3-carboxypropyl)transferase_c0	(1) cpd00017[c0] + (1) cpd11767[c0] <=> (2) cpd00067[c0] + (1) cpd00147[c0] + (1) cpd12564[c0]	(1) S-Adenosyl-L-methionine_c0[c0] + (1) tRNA uridine_c0[c0] <=> (2) H+_c0[c0] + (1) 5-Methylthioadenosine_c0[c0] + (1) tRNA 3-(3-amino-3-carboxypropyl)-uridine_c0[c0]	(fig|6666666.1394842.peg.703 or fig|6666666.1394842.peg.2203)
rxn11268_c0	phosphate ABC transporter permease protein_c0	(1) cpd00012[e0] + (1) cpd00067[e0] <= (1) cpd00012[c0] + (1) cpd00067[c0]	(1) PPi_e0[e0] + (1) H+_e0[e0] <= (1) PPi_c0[c0] + (1) H+_c0[c0]	fig|6666666.1394842.peg.534
rxn00710_c0	orotidine-5'-phosphate carboxy-lyase (UMP-forming)_c0	(1) cpd00067[c0] + (1) cpd00810[c0] => (1) cpd00011[c0] + (1) cpd00091[c0]	(1) H+_c0[c0] + (1) Orotidylic acid_c0[c0] => (1) CO2_c0[c0] + (1) UMP_c0[c0]	fig|6666666.1394842.peg.1760
rxn01114_c0	ATP:D-ribulose 5-phosphotransferase_c0	(1) cpd00002[c0] + (1) cpd00258[c0] <=> (1) cpd00008[c0] + (1) cpd00067[c0] + (1) cpd00171[c0]	(1) ATP_c0[c0] + (1) D-Ribulose_c0[c0] <=> (1) ADP_c0[c0] + (1) H+_c0[c0] + (1) D-Ribulose5-phosphate_c0[c0]	fig|6666666.1394842.peg.1601
rxn02305_c0	2-methyl-4-amino-5-hydroxymethylpyrimidine-diphosphate:4-methyl-5-(2-phosphoethyl)-thiazole 2-methyl-4-aminopyridine-5-methenyltransferase_c0	(1) cpd02654[c0] + (1) cpd02894[c0] <=> (1) cpd00012[c0] + (1) cpd00793[c0]	(1) 4-Methyl-5--2-phosphoethyl-thiazole_c0[c0] + (1) 4-Amino-2-methyl-5-diphosphomethylpyrimidine_c0[c0] <=> (1) PPi_c0[c0] + (1) Thiamine phosphate_c0[c0]	fig|6666666.1394842.peg.2059
rxn00470_c0	L-ornithine carboxy-lyase (putrescine-forming)_c0	(1) cpd00064[c0] + (1) cpd00067[c0] => (1) cpd00011[c0] + (1) cpd00118[c0]	(1) Ornithine_c0[c0] + (1) H+_c0[c0] => (1) CO2_c0[c0] + (1) Putrescine_c0[c0]	fig|6666666.1394842.peg.1313
rxn08817_c0	Lysophospholipase L2 (2-acylglycerophosphotidate, n-C12:0)_c0	(1) cpd00001[c0] + (1) cpd15350[c0] <=> (2) cpd00067[c0] + (1) cpd00080[c0] + (1) cpd01741[c0]	(1) H2O_c0[c0] + (1) 2-dodecanoyl-sn-glycerol 3-phosphate_c0[c0] <=> (2) H+_c0[c0] + (1) Glycerol-3-phosphate_c0[c0] + (1) ddca_c0[c0]	(fig|6666666.1394842.peg.1948 or fig|6666666.1394842.peg.2703)
rxn00910_c0	5-methyltetrahydrofolate:NADP+ oxidoreductase_c0	(1) cpd00006[c0] + (1) cpd00345[c0] <=> (1) cpd00005[c0] + (1) cpd00067[c0] + (1) cpd00125[c0]	(1) NADP_c0[c0] + (1) 5-Methyltetrahydrofolate_c0[c0] <=> (1) NADPH_c0[c0] + (1) H+_c0[c0] + (1) 5-10-Methylenetetrahydrofolate_c0[c0]	fig|6666666.1394842.peg.2202
rxn11944_c0	Methyltransferase_c0	(1) cpd00019[c0] + (1) cpd00067[c0] + (1) cpd02738[c0] <= (1) cpd00017[c0] + (1) cpd02555[c0]	(1) S-Adenosyl-homocysteine_c0[c0] + (1) H+_c0[c0] + (1) 5-Methyltetrahydropteroyltri-L-glutamate_c0[c0] <= (1) S-Adenosyl-L-methionine_c0[c0] + (1) Tetrahydropteroyltri-L-glutamate_c0[c0]	fig|6666666.1394842.peg.1267
rxn02479_c0	2,6-dioxo-6-phenylhexanoate:NADP+ delta2-oxidoreductase_c0	(1) cpd00006[c0] + (1) cpd02350[c0] <=> (1) cpd00005[c0] + (1) cpd00067[c0] + (1) cpd00935[c0]	(1) NADP_c0[c0] + (1) 2,6-Dioxo-6-phenylhexanoate_c0[c0] <=> (1) NADPH_c0[c0] + (1) H+_c0[c0] + (1) 2,6-Dioxo-6-phenylhexa-3-enoate_c0[c0]	fig|6666666.1394842.peg.271
rxn00717_c0	Cytosine aminohydrolase_c0	(1) cpd00001[c0] + (1) cpd00067[c0] + (1) cpd00307[c0] => (1) cpd00013[c0] + (1) cpd00092[c0]	(1) H2O_c0[c0] + (1) H+_c0[c0] + (1) Cytosine_c0[c0] => (1) NH3_c0[c0] + (1) Uracil_c0[c0]	fig|6666666.1394842.peg.106
rxn05647_c0	salicin transport via PEP:Pyr PTS_c0	(1) cpd00061[c0] + (1) cpd01030[e0] <=> (1) cpd00020[c0] + (1) cpd03698[c0]	(1) Phosphoenolpyruvate_c0[c0] + (1) Salicin_e0[e0] <=> (1) Pyruvate_c0[c0] + (1) Salicin-6P_c0[c0]	((fig|6666666.1394842.peg.1491 or fig|6666666.1394842.peg.2852 or fig|6666666.1394842.peg.2851) and (fig|6666666.1394842.peg.1491 or fig|6666666.1394842.peg.2851 or fig|6666666.1394842.peg.2852) and Unknown and fig|6666666.1394842.peg.1872 and (fig|6666666.1394842.peg.2851 or fig|6666666.1394842.peg.2852 or fig|6666666.1394842.peg.1491))
rxn01682_c0	(1S,2R)-1-C-(indol-3-yl)glycerol 3-phosphate D-glyceraldehyde-3-phosphate-lyase_c0	(1) cpd02210[c0] <=> (1) cpd00102[c0] + (1) cpd00359[c0]	(1) Indoleglycerol phosphate_c0[c0] <=> (1) Glyceraldehyde3-phosphate_c0[c0] + (1) indol_c0[c0]	((fig|6666666.1394842.peg.3266 and fig|6666666.1394842.peg.3267) or fig|6666666.1394842.peg.499)
rxn08796_c0	Lysophospholipase L1 (2-acylglycerophosphotidate, n-C12:0) (periplasm)_c0	(1) cpd00001[c0] + (1) cpd15325[c0] <=> (1) cpd00067[c0] + (1) cpd00080[c0] + (1) cpd01741[c0]	(1) H2O_c0[c0] + (1) 1-dodecanoyl-sn-glycerol 3-phosphate_c0[c0] <=> (1) H+_c0[c0] + (1) Glycerol-3-phosphate_c0[c0] + (1) ddca_c0[c0]	(fig|6666666.1394842.peg.2703 or fig|6666666.1394842.peg.1948)
rxn02586_c0	Kievitone-hydrate hydro-lyase_c0	(1) cpd01673[c0] <=> (1) cpd00001[c0] + (1) cpd01117[c0]	(1) Kievitone hydrate_c0[c0] <=> (1) H2O_c0[c0] + (1) Kievitone_c0[c0]	fig|6666666.1394842.peg.1692
rxn06493_c0	dihydrolipoylprotein:NAD+ oxidoreductase_c0	(1) cpd00003[c0] + (1) cpd12225[c0] <=> (1) cpd00004[c0] + (1) cpd00067[c0] + (1) cpd12005[c0]	(1) NAD_c0[c0] + (1) Dihydrolipolprotein_c0[c0] <=> (1) NADH_c0[c0] + (1) H+_c0[c0] + (1) Lipoylprotein_c0[c0]	fig|6666666.1394842.peg.428
rxn12846_c0	Gly-Phe aminopeptidase_c0	(1) cpd00001[c0] + (1) cpd15605[c0] <=> (1) cpd00033[c0] + (1) cpd00066[c0]	(1) H2O_c0[c0] + (1) Gly-Phe_c0[c0] <=> (1) Glycine_c0[c0] + (1) L-Phenylalanine_c0[c0]	((fig|6666666.1394842.peg.630 or fig|6666666.1394842.peg.1951) or fig|6666666.1394842.peg.2236 or fig|6666666.1394842.peg.1772 or (fig|6666666.1394842.peg.2534 or fig|6666666.1394842.peg.400))
rxn00337_c0	ATP:L-aspartate 4-phosphotransferase_c0	(1) cpd00002[c0] + (1) cpd00041[c0] <=> (1) cpd00008[c0] + (1) cpd01977[c0]	(1) ATP_c0[c0] + (1) L-Aspartate_c0[c0] <=> (1) ADP_c0[c0] + (1) 4-Phospho-L-aspartate_c0[c0]	fig|6666666.1394842.peg.304
rxn05221_c0	Na+/Proline-L symporter_c0	(1) cpd00129[e0] + (1) cpd00971[e0] <=> (1) cpd00129[c0] + (1) cpd00971[c0]	(1) L-Proline_e0[e0] + (1) Na+_e0[e0] <=> (1) L-Proline_c0[c0] + (1) Na+_c0[c0]	fig|6666666.1394842.peg.1295
rxn08308_c0	CDP-diacylglycerol synthetase (n-C14:1)_c0	(1) cpd00052[c0] + (1) cpd15523[c0] <=> (1) cpd00012[c0] + (1) cpd00067[c0] + (1) cpd15422[c0]	(1) CTP_c0[c0] + (1) 1,2-ditetradec-7-enoyl-sn-glycerol 3-phosphate_c0[c0] <=> (1) PPi_c0[c0] + (1) H+_c0[c0] + (1) CDP-1,2-ditetradec-7-enoylglycerol_c0[c0]	fig|6666666.1394842.peg.1966
rxn08823_c0	Lysophospholipase L2 (2-acylglycerophosphotidate, n-C18:1)_c0	(1) cpd00001[c0] + (1) cpd15357[c0] <=> (2) cpd00067[c0] + (1) cpd00080[c0] + (1) cpd15269[c0]	(1) H2O_c0[c0] + (1) 2-octadec-11-enoyl-sn-glycerol 3-phosphate_c0[c0] <=> (2) H+_c0[c0] + (1) Glycerol-3-phosphate_c0[c0] + (1) octadecenoate_c0[c0]	(fig|6666666.1394842.peg.1948 or fig|6666666.1394842.peg.2703)
rxn05031_c0	prephytoene diphosphate:geranylgeranyl-diphosphate geranylgeranyltransferase_c0	(1) cpd02168[c0] => (1) cpd00012[c0] + (1) cpd00067[c0] + (1) cpd03205[c0]	(1) Prephytoene diphosphate_c0[c0] => (1) PPi_c0[c0] + (1) H+_c0[c0] + (1) Phytoene_c0[c0]	fig|6666666.1394842.peg.701
rxn02070_c0	17alpha,21-dihydroxy-5beta-pregnane-3,11,20-trione:NADP+ delta4-oxidoreductase_c0	(1) cpd00006[c0] + (1) cpd03250[c0] <=> (1) cpd00005[c0] + (1) cpd00067[c0] + (1) cpd00566[c0]	(1) NADP_c0[c0] + (1) 4,5beta-Dihydrocortisone_c0[c0] <=> (1) NADPH_c0[c0] + (1) H+_c0[c0] + (1) Cortisone_c0[c0]	fig|6666666.1394842.peg.3289
rxn03248_c0	Hexanoyl-CoA:acetyl-CoA C-acyltransferase_c0	(1) cpd00022[c0] + (1) cpd03124[c0] <=> (1) cpd00010[c0] + (1) cpd03121[c0]	(1) Acetyl-CoA_c0[c0] + (1) Hexanoyl-CoA_c0[c0] <=> (1) CoA_c0[c0] + (1) 3-Oxooctanoyl-CoA_c0[c0]	fig|6666666.1394842.peg.2420
rxn08127_c0	Amylomaltase (maltotetraose)_c0	(1) cpd00179[c0] + (1) cpd01399[c0] <=> (1) cpd00027[c0] + (1) cpd15495[c0]	(1) Maltose_c0[c0] + (1) Maltotetraose_c0[c0] <=> (1) D-Glucose_c0[c0] + (1) Maltopentaose_c0[c0]	fig|6666666.1394842.peg.2324
rxn05516_c0	Cadmium-translocating P-type ATPase_c0	(1) cpd00001[c0] + (1) cpd00002[c0] + (1) cpd01012[c0] => (1) cpd00008[c0] + (1) cpd00009[c0] + (1) cpd00067[c0] + (1) cpd01012[e0]	(1) H2O_c0[c0] + (1) ATP_c0[c0] + (1) Cd2+_c0[c0] => (1) ADP_c0[c0] + (1) Phosphate_c0[c0] + (1) H+_c0[c0] + (1) Cd2+_e0[e0]	(fig|6666666.1394842.peg.454 or fig|6666666.1394842.peg.3112 or fig|6666666.1394842.peg.3204 or fig|6666666.1394842.peg.3203 or fig|6666666.1394842.peg.3113 or fig|6666666.1394842.peg.3149 or fig|6666666.1394842.peg.3147 or fig|6666666.1394842.peg.3179 or fig|6666666.1394842.peg.3202)
rxn05142_c0	sinapoyl aldehyde:NAD oxidoreductase_c0	(1) cpd00001[c0] + (1) cpd00003[c0] + (1) cpd03333[c0] <=> (1) cpd00004[c0] + (2) cpd00067[c0] + (1) cpd00373[c0]	(1) H2O_c0[c0] + (1) NAD_c0[c0] + (1) Sinapaldehyde_c0[c0] <=> (1) NADH_c0[c0] + (2) H+_c0[c0] + (1) Sinapate_c0[c0]	fig|6666666.1394842.peg.485
rxn05733_c0	O3-acetyl-L-serine:thiosulfate 2-amino-2-carboxyethyltransferase (reducing, L-cysteine-forming)_c0	(1) cpd00268[c0] + (1) cpd00722[c0] + (1) cpd11421[c0] => (1) cpd00029[c0] + (1) cpd00067[c0] + (1) cpd00081[c0] + (1) cpd00084[c0] + (1) cpd11420[c0]	(1) H2S2O3_c0[c0] + (1) O-Acetyl-L-serine_c0[c0] + (1) trdrd_c0[c0] => (1) Acetate_c0[c0] + (1) H+_c0[c0] + (1) Sulfite_c0[c0] + (1) L-Cysteine_c0[c0] + (1) trdox_c0[c0]	fig|6666666.1394842.peg.2697
rxn01134_c0	Maltose alpha-D-glucosylmutase_c0	(1) cpd00179[c0] <=> (1) cpd00794[c0]	(1) Maltose_c0[c0] <=> (1) TRHL_c0[c0]	fig|6666666.1394842.peg.2330
rxn02376_c0	R03316_c0	(1) cpd00213[c0] + (1) cpd03189[c0] <=> (1) cpd00056[c0] + (1) cpd00860[c0]	(1) Lipoamide_c0[c0] + (1) 3-Carboxy-1-hydroxypropyl-ThPP_c0[c0] <=> (1) TPP_c0[c0] + (1) S-Succinyldihydrolipoamide_c0[c0]	(fig|6666666.1394842.peg.1257 or fig|6666666.1394842.peg.2748)
rxn00526_c0	L-arogenate:NADP+ oxidoreductase_c0	(1) cpd00006[c0] + (1) cpd00616[c0] => (1) cpd00005[c0] + (1) cpd00011[c0] + (1) cpd00069[c0]	(1) NADP_c0[c0] + (1) Pretyrosine_c0[c0] => (1) NADPH_c0[c0] + (1) CO2_c0[c0] + (1) L-Tyrosine_c0[c0]	fig|6666666.1394842.peg.271
rxn12512_c0	(R)-4'-Phosphopantothenate:L-cysteine ligase_c0	(1) cpd00002[c0] + (1) cpd00084[c0] + (1) cpd02201[c0] => (1) cpd00012[c0] + (1) cpd00018[c0] + (2) cpd00067[c0] + (1) cpd02666[c0]	(1) ATP_c0[c0] + (1) L-Cysteine_c0[c0] + (1) 4-phosphopantothenate_c0[c0] => (1) PPi_c0[c0] + (1) AMP_c0[c0] + (2) H+_c0[c0] + (1) (R)-4'-Phosphopantothenoyl-L-cysteine_c0[c0]	fig|6666666.1394842.peg.1756
rxn08669_c0	Glycerophosphodiester phosphodiesterase_c0	(1) cpd00001[c0] + (1) cpd02090[c0] => (1) cpd00067[c0] + (1) cpd00080[c0] + (1) cpd00100[c0]	(1) H2O_c0[c0] + (1) Glycerophosphoglycerol_c0[c0] => (1) H+_c0[c0] + (1) Glycerol-3-phosphate_c0[c0] + (1) Glycerol_c0[c0]	(fig|6666666.1394842.peg.3061 or fig|6666666.1394842.peg.1519)
rxn07902_c0	3-fluorocatechol:oxygen 1,2-oxidoreductase_c0	(1) cpd00007[c0] + (1) cpd15176[c0] <=> (2) cpd00067[c0] + (1) cpd15179[c0]	(1) O2_c0[c0] + (1) 3-Fluorocatechol_c0[c0] <=> (2) H+_c0[c0] + (1) 2-Fluoro-cis,cis-muconate_c0[c0]	fig|6666666.1394842.peg.2430
rxn00902_c0	acetyl-CoA:3-methyl-2-oxobutanoate C-acetyltransferase (thioester-hydrolysing, carboxymethyl-forming)_c0	(1) cpd00010[c0] + (1) cpd00067[c0] + (1) cpd01646[c0] <= (1) cpd00001[c0] + (1) cpd00022[c0] + (1) cpd00123[c0]	(1) CoA_c0[c0] + (1) H+_c0[c0] + (1) 2-Isopropylmalate_c0[c0] <= (1) H2O_c0[c0] + (1) Acetyl-CoA_c0[c0] + (1) 3-Methyl-2-oxobutanoate_c0[c0]	fig|6666666.1394842.peg.302
rxn00015_c0	putrescine:putrescine 4-aminobutyltransferase (ammonia-forming)_c0	(2) cpd00118[c0] <=> (1) cpd00013[c0] + (1) cpd03802[c0]	(2) Putrescine_c0[c0] <=> (1) NH3_c0[c0] + (1) Homospermidine_c0[c0]	(fig|6666666.1394842.peg.2928 or fig|6666666.1394842.peg.2929 or fig|6666666.1394842.peg.2553)
rxn00658_c0	N-Acetyl-beta-alanine amidohydrolase_c0	(1) cpd00001[c0] + (1) cpd00788[c0] <=> (1) cpd00029[c0] + (1) cpd00085[c0]	(1) H2O_c0[c0] + (1) N-Acetyl-beta-alanine_c0[c0] <=> (1) Acetate_c0[c0] + (1) beta-Alanine_c0[c0]	fig|6666666.1394842.peg.2785
rxn06672_c0	biotin-carboxyl-carrier-protein:carbon-dioxide ligase (ADP-forming)_c0	(1) cpd00002[c0] + (1) cpd00242[c0] + (1) cpd12848[c0] <=> (1) cpd00008[c0] + (1) cpd00009[c0] + (1) cpd00067[c0] + (1) cpd12543[c0]	(1) ATP_c0[c0] + (1) H2CO3_c0[c0] + (1) Holo-[carboxylase]_c0[c0] <=> (1) ADP_c0[c0] + (1) Phosphate_c0[c0] + (1) H+_c0[c0] + (1) Carboxybiotin-carboxyl-carrier protein_c0[c0]	(Unknown and fig|6666666.1394842.peg.780 and Unknown and fig|6666666.1394842.peg.780)
rxn02961_c0	CTP:ethanolamine-phosphate cytidylyltransferase_c0	(1) cpd00052[c0] + (1) cpd02233[c0] <=> (1) cpd00012[c0] + (1) cpd00067[c0] + (1) cpd03379[c0]	(1) CTP_c0[c0] + (1) Ciliatine_c0[c0] <=> (1) PPi_c0[c0] + (1) H+_c0[c0] + (1) CMPciliatine_c0[c0]	fig|6666666.1394842.peg.2382
rxn00649_c0	O3-acetyl-L-serine:hydrogen-sulfide 2-amino-2-carboxyethyltransferase_c0	(1) cpd00239[c0] + (1) cpd00722[c0] => (1) cpd00029[c0] + (1) cpd00084[c0]	(1) H2S_c0[c0] + (1) O-Acetyl-L-serine_c0[c0] => (1) Acetate_c0[c0] + (1) L-Cysteine_c0[c0]	fig|6666666.1394842.peg.2697
rxn01739_c0	ATP:shikimate 3-phosphotransferase_c0	(1) cpd00002[c0] + (1) cpd00383[c0] <=> (1) cpd00008[c0] + (1) cpd00067[c0] + (1) cpd02030[c0]	(1) ATP_c0[c0] + (1) Shikimate_c0[c0] <=> (1) ADP_c0[c0] + (1) H+_c0[c0] + (1) 3-phosphoshikimate_c0[c0]	fig|6666666.1394842.peg.1774
rxn02400_c0	Nicotinate D-ribonucleotide phosphohydrolase_c0	(1) cpd00001[c0] + (1) cpd00873[c0] => (1) cpd00009[c0] + (1) cpd03471[c0]	(1) H2O_c0[c0] + (1) Nicotinate ribonucleotide_c0[c0] => (1) Phosphate_c0[c0] + (1) Nicotinate D-ribonucleoside_c0[c0]	fig|6666666.1394842.peg.384
rxn00641_c0	GTP:alpha-D-mannose-1-phosphate guanylyltransferase_c0	(1) cpd00038[c0] + (1) cpd00485[c0] <=> (1) cpd00012[c0] + (1) cpd00083[c0]	(1) GTP_c0[c0] + (1) D-Mannose1-phosphate_c0[c0] <=> (1) PPi_c0[c0] + (1) GDP-mannose_c0[c0]	(fig|6666666.1394842.peg.814 or fig|6666666.1394842.peg.814)
rxn01974_c0	LL-2,6-Diaminoheptanedioate 2-epimerase_c0	(1) cpd00504[c0] <=> (1) cpd00516[c0]	(1) LL-2,6-Diaminopimelate_c0[c0] <=> (1) meso-2,6-Diaminopimelate_c0[c0]	fig|6666666.1394842.peg.1883
rxn00242_c0	guanosine-3',5'-bis(diphosphate) 3'-diphosphohydrolase_c0	(1) cpd00001[c0] + (1) cpd00905[c0] => (1) cpd00012[c0] + (1) cpd00031[c0]	(1) H2O_c0[c0] + (1) Guanosine 3',5'-bis(diphosphate)_c0[c0] => (1) PPi_c0[c0] + (1) GDP_c0[c0]	fig|6666666.1394842.peg.1804
rxn12641_c0	RXN0-6977.c_c0	(1) cpd00001[c0] + (1) cpd11585[c0] <=> (1) cpd00033[c0] + (1) cpd00035[c0]	(1) H2O_c0[c0] + (1) L-alanylglycine_c0[c0] <=> (1) Glycine_c0[c0] + (1) L-Alanine_c0[c0]	((fig|6666666.1394842.peg.630 or fig|6666666.1394842.peg.1951) or fig|6666666.1394842.peg.2236 or fig|6666666.1394842.peg.1772 or (fig|6666666.1394842.peg.2534 or fig|6666666.1394842.peg.400))
rxn08971_c0	NADH dehydrogenase (menaquinone-8 & 0 protons)_c0	(1) cpd00004[c0] + (1) cpd00067[c0] + (1) cpd15500[c0] => (1) cpd00003[c0] + (1) cpd15499[c0]	(1) NADH_c0[c0] + (1) H+_c0[c0] + (1) Menaquinone 8_c0[c0] => (1) NAD_c0[c0] + (1) Menaquinol 8_c0[c0]	fig|6666666.1394842.peg.1602
rxn01635_c0	1-Pyrroline-4-hydroxy-2-carboxylate aminohydrolase (decyclizing)_c0	(1) cpd00001[c0] + (1) cpd00067[c0] + (1) cpd02626[c0] <= (1) cpd00013[c0] + (1) cpd00340[c0]	(1) H2O_c0[c0] + (1) H+_c0[c0] + (1) 1-Pyrroline-4-hydroxy-2-carboxylate_c0[c0] <= (1) NH3_c0[c0] + (1) 2,5-Dioxopentanoate_c0[c0]	fig|6666666.1394842.peg.1749
rxn03887_c0	galactarate hydro-lyase (5-dehydro-4-deoxy-D-glucarate-forming)_c0	(1) cpd00652[c0] => (1) cpd00001[c0] + (1) cpd00515[c0]	(1) D-Mucic acid_c0[c0] => (1) H2O_c0[c0] + (1) 5-Dehydro-4-deoxy-D-glucarate_c0[c0]	fig|6666666.1394842.peg.394
rxn00060_c0	porphobilinogen:(4-[2-carboxyethyl]-3-[carboxymethyl]pyrrol-2-yl)methyltransferase (hydrolysing)_c0	(1) cpd00001[c0] + (4) cpd00689[c0] => (4) cpd00013[c0] + (1) cpd00755[c0]	(1) H2O_c0[c0] + (4) Porphobilinogen_c0[c0] => (4) NH3_c0[c0] + (1) Hydroxymethylbilane_c0[c0]	fig|6666666.1394842.peg.486
rxn00225_c0	ATP:acetate phosphotransferase_c0	(1) cpd00002[c0] + (1) cpd00029[c0] <=> (1) cpd00008[c0] + (1) cpd00196[c0]	(1) ATP_c0[c0] + (1) Acetate_c0[c0] <=> (1) ADP_c0[c0] + (1) Acetylphosphate_c0[c0]	fig|6666666.1394842.peg.2900
rxn08838_c0	Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C12:0)_c0	(1) cpd00001[c0] + (1) cpd15336[c0] <=> (1) cpd00067[c0] + (1) cpd00908[c0] + (1) cpd01741[c0]	(1) H2O_c0[c0] + (1) 2-Acyl-sn-glycero-3-phosphoethanolamine dodecanoyl_c0[c0] <=> (1) H+_c0[c0] + (1) Glycerophosphoethanolamine_c0[c0] + (1) ddca_c0[c0]	(fig|6666666.1394842.peg.2703 or fig|6666666.1394842.peg.1948)
rxn00780_c0	ATP:D-glyceraldehyde 3-phosphotransferase_c0	(1) cpd00002[c0] + (1) cpd00448[c0] <=> (1) cpd00008[c0] + (1) cpd00067[c0] + (1) cpd00102[c0]	(1) ATP_c0[c0] + (1) D-Glyceraldehyde_c0[c0] <=> (1) ADP_c0[c0] + (1) H+_c0[c0] + (1) Glyceraldehyde3-phosphate_c0[c0]	(fig|6666666.1394842.peg.2107 or fig|6666666.1394842.peg.1830)
rxn00148_c0	ATP:pyruvate 2-O-phosphotransferase_c0	(1) cpd00002[c0] + (1) cpd00020[c0] <=> (1) cpd00008[c0] + (1) cpd00061[c0] + (1) cpd00067[c0]	(1) ATP_c0[c0] + (1) Pyruvate_c0[c0] <=> (1) ADP_c0[c0] + (1) Phosphoenolpyruvate_c0[c0] + (1) H+_c0[c0]	fig|6666666.1394842.peg.2115
rxn01102_c0	ATP:(R)-glycerate 3-phosphotransferase_c0	(1) cpd00002[c0] + (1) cpd00223[c0] <=> (1) cpd00008[c0] + (1) cpd00067[c0] + (1) cpd00169[c0]	(1) ATP_c0[c0] + (1) Glycerate_c0[c0] <=> (1) ADP_c0[c0] + (1) H+_c0[c0] + (1) 3-Phosphoglycerate_c0[c0]	((fig|6666666.1394842.peg.1830 or fig|6666666.1394842.peg.2107) or fig|6666666.1394842.peg.1003)
